"Year Month","State","Countym","Industry","Suspicious Activity","Regulator","Product","Instrument","Count"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Credit/Debit Card","SEC","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Embezzlement/Theft/Disappearance of Funds","SEC","Credit Card","Funds Transfer","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Embezzlement/Theft/Disappearance of Funds","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Embezzlement/Theft/Disappearance of Funds","SEC","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Embezzlement/Theft/Disappearance of Funds","[Total]","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Identity Theft","SEC","Credit Card","Funds Transfer","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Identity Theft","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Identity Theft","SEC","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Identity Theft","[Total]","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Mail","SEC","Credit Card","Funds Transfer","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Mail","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Mail","SEC","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Mail","[Total]","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","Funds Transfer","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Suspicious Use of Multiple Accounts","SEC","Credit Card","Funds Transfer","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Suspicious Use of Multiple Accounts","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Suspicious Use of Multiple Accounts","SEC","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Suspicious Use of Multiple Accounts","[Total]","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","Funds Transfer","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Two or More Individuals Working Together","SEC","Credit Card","Funds Transfer","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Two or More Individuals Working Together","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Two or More Individuals Working Together","SEC","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Two or More Individuals Working Together","[Total]","Credit Card","[Total]","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Wire","SEC","Credit Card","Funds Transfer","2"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Wire","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Wire","SEC","Credit Card","[Total]","3"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","Wire","[Total]","Credit Card","[Total]","3"
"2021 March","Massachusetts","Suffolk County, MA","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","24"
"2021 March","Massachusetts","Suffolk County, MA","[Total]","[Total]","[Total]","Credit Card","[Total]","24"
"2021 March","Massachusetts","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","24"
"2021 March","Minnesota","Dakota County, MN","Securities/Futures","Account Takeover","FRB","Credit Card","Funds Transfer","1"
"2021 March","Minnesota","Dakota County, MN","Securities/Futures","Account Takeover","FRB","Credit Card","[Total]","1"
"2021 March","Minnesota","Dakota County, MN","Securities/Futures","Account Takeover","[Total]","Credit Card","[Total]","1"
"2021 March","Minnesota","Dakota County, MN","Securities/Futures","Credit/Debit Card","FRB","Credit Card","Funds Transfer","1"
"2021 March","Minnesota","Dakota County, MN","Securities/Futures","Credit/Debit Card","FRB","Credit Card","[Total]","1"
"2021 March","Minnesota","Dakota County, MN","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","1"
"2021 March","Minnesota","Dakota County, MN","Securities/Futures","Elder Financial Exploitation","FRB","Credit Card","Funds Transfer","1"
"2021 March","Minnesota","Dakota County, MN","Securities/Futures","Elder Financial Exploitation","FRB","Credit Card","[Total]","1"
"2021 March","Minnesota","Dakota County, MN","Securities/Futures","Elder Financial Exploitation","[Total]","Credit Card","[Total]","1"
"2021 March","Minnesota","Dakota County, MN","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","3"
"2021 March","Minnesota","Dakota County, MN","[Total]","[Total]","[Total]","Credit Card","[Total]","3"
"2021 March","Minnesota","Hennepin County, MN","Securities/Futures","Account Takeover","FRB","Credit Card","Funds Transfer","1"
"2021 March","Minnesota","Hennepin County, MN","Securities/Futures","Account Takeover","FRB","Credit Card","[Total]","1"
"2021 March","Minnesota","Hennepin County, MN","Securities/Futures","Account Takeover","[Total]","Credit Card","[Total]","1"
"2021 March","Minnesota","Hennepin County, MN","Securities/Futures","Credit/Debit Card","FRB","Credit Card","Funds Transfer","1"
"2021 March","Minnesota","Hennepin County, MN","Securities/Futures","Credit/Debit Card","FRB","Credit Card","[Total]","1"
"2021 March","Minnesota","Hennepin County, MN","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","1"
"2021 March","Minnesota","Hennepin County, MN","Securities/Futures","Elder Financial Exploitation","FRB","Credit Card","Funds Transfer","1"
"2021 March","Minnesota","Hennepin County, MN","Securities/Futures","Elder Financial Exploitation","FRB","Credit Card","[Total]","1"
"2021 March","Minnesota","Hennepin County, MN","Securities/Futures","Elder Financial Exploitation","[Total]","Credit Card","[Total]","1"
"2021 March","Minnesota","Hennepin County, MN","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","3"
"2021 March","Minnesota","Hennepin County, MN","[Total]","[Total]","[Total]","Credit Card","[Total]","3"
"2021 March","Minnesota","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","6"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Account Takeover","FRB","Credit Card","Funds Transfer","4"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Account Takeover","FRB","Credit Card","[Total]","4"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Account Takeover","[Total]","Credit Card","[Total]","4"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","ACH","FRB","Credit Card","Funds Transfer","5"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","ACH","FRB","Credit Card","[Total]","5"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","ACH","[Total]","Credit Card","[Total]","5"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Against Financial Institution Customer(s)","FRB","Credit Card","Funds Transfer","4"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Against Financial Institution Customer(s)","FRB","Credit Card","[Total]","4"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Against Financial Institution Customer(s)","[Total]","Credit Card","[Total]","4"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Check","FRB","Credit Card","Funds Transfer","1"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Check","FRB","Credit Card","[Total]","1"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Check","[Total]","Credit Card","[Total]","1"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Credit/Debit Card","FRB","Credit Card","Funds Transfer","7"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Credit/Debit Card","FRB","Credit Card","[Total]","7"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","7"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Elder Financial Exploitation","FRB","Credit Card","Funds Transfer","5"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Elder Financial Exploitation","FRB","Credit Card","[Total]","5"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Elder Financial Exploitation","[Total]","Credit Card","[Total]","5"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Identity Theft","FRB","Credit Card","Funds Transfer","8"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Identity Theft","FRB","Credit Card","[Total]","8"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Identity Theft","[Total]","Credit Card","[Total]","8"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Other Fraud (Type)","FRB","Credit Card","Funds Transfer","7"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Other Fraud (Type)","FRB","Credit Card","[Total]","7"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Other Fraud (Type)","[Total]","Credit Card","[Total]","7"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Provided Questionable or False Documentation","FRB","Credit Card","Funds Transfer","1"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Provided Questionable or False Documentation","FRB","Credit Card","[Total]","1"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Provided Questionable or False Documentation","[Total]","Credit Card","[Total]","1"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Funds Transfer","3"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","[Total]","3"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Two or More Individuals Working Together","[Total]","Credit Card","[Total]","3"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Wire","FRB","Credit Card","Funds Transfer","4"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Wire","FRB","Credit Card","[Total]","4"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","Wire","[Total]","Credit Card","[Total]","4"
"2021 March","Missouri","St. Louis city, MO","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","49"
"2021 March","Missouri","St. Louis city, MO","[Total]","[Total]","[Total]","Credit Card","[Total]","49"
"2021 March","Missouri","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","49"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Account Takeover","SEC","Credit Card","Funds Transfer","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Account Takeover","SEC","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Account Takeover","[Total]","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","ACH","SEC","Credit Card","Funds Transfer","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","ACH","SEC","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","ACH","[Total]","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Against Financial Institution Customer(s)","SEC","Credit Card","Funds Transfer","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Against Financial Institution Customer(s)","SEC","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Against Financial Institution Customer(s)","[Total]","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Credit/Debit Card","SEC","Credit Card","Funds Transfer","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Credit/Debit Card","SEC","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Identity Theft","SEC","Credit Card","Funds Transfer","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Identity Theft","SEC","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Identity Theft","[Total]","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Suspicion Concerning the Source of Funds","SEC","Credit Card","Funds Transfer","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Suspicion Concerning the Source of Funds","SEC","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Suspicion Concerning the Source of Funds","[Total]","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","Funds Transfer","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Suspicious Use of Multiple Accounts","SEC","Credit Card","Funds Transfer","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Suspicious Use of Multiple Accounts","SEC","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Suspicious Use of Multiple Accounts","[Total]","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","Funds Transfer","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Two or More Individuals Working Together","SEC","Credit Card","Funds Transfer","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Two or More Individuals Working Together","SEC","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","Two or More Individuals Working Together","[Total]","Credit Card","[Total]","1"
"2021 March","Nebraska","Douglas County, NE","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","10"
"2021 March","Nebraska","Douglas County, NE","[Total]","[Total]","[Total]","Credit Card","[Total]","10"
"2021 March","Nebraska","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","10"
"2021 March","New York","New York County, NY","Loan or Finance Company","ACH","Not Applicable","Credit Card","Funds Transfer","1"
"2021 March","New York","New York County, NY","Loan or Finance Company","ACH","Not Applicable","Credit Card","[Total]","1"
"2021 March","New York","New York County, NY","Loan or Finance Company","ACH","[Total]","Credit Card","[Total]","1"
"2021 March","New York","New York County, NY","Loan or Finance Company","Credit/Debit Card","Not Applicable","Credit Card","Funds Transfer","1"
"2021 March","New York","New York County, NY","Loan or Finance Company","Credit/Debit Card","Not Applicable","Credit Card","[Total]","1"
"2021 March","New York","New York County, NY","Loan or Finance Company","Credit/Debit Card","[Total]","Credit Card","[Total]","1"
"2021 March","New York","New York County, NY","Loan or Finance Company","Identity Theft","Not Applicable","Credit Card","Funds Transfer","1"
"2021 March","New York","New York County, NY","Loan or Finance Company","Identity Theft","Not Applicable","Credit Card","[Total]","1"
"2021 March","New York","New York County, NY","Loan or Finance Company","Identity Theft","[Total]","Credit Card","[Total]","1"
"2021 March","New York","New York County, NY","Loan or Finance Company","Suspicious Use of Multiple Accounts","Not Applicable","Credit Card","Funds Transfer","1"
"2021 March","New York","New York County, NY","Loan or Finance Company","Suspicious Use of Multiple Accounts","Not Applicable","Credit Card","[Total]","1"
"2021 March","New York","New York County, NY","Loan or Finance Company","Suspicious Use of Multiple Accounts","[Total]","Credit Card","[Total]","1"
"2021 March","New York","New York County, NY","Loan or Finance Company","[Total]","[Total]","Credit Card","[Total]","4"
"2021 March","New York","New York County, NY","[Total]","[Total]","[Total]","Credit Card","[Total]","4"
"2021 March","New York","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","4"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","ACH","SEC","Credit Card","Funds Transfer","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","ACH","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","ACH","SEC","Credit Card","[Total]","3"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","ACH","[Total]","Credit Card","[Total]","3"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Check","SEC","Credit Card","Funds Transfer","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Check","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Check","SEC","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Check","[Total]","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Credit/Debit Card","SEC","Credit Card","Funds Transfer","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Credit/Debit Card","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Credit/Debit Card","SEC","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Embezzlement/Theft/Disappearance of Funds","SEC","Credit Card","Funds Transfer","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Embezzlement/Theft/Disappearance of Funds","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Embezzlement/Theft/Disappearance of Funds","SEC","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Embezzlement/Theft/Disappearance of Funds","[Total]","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Identity Theft","SEC","Credit Card","Funds Transfer","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Identity Theft","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Identity Theft","SEC","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Identity Theft","[Total]","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Mail","SEC","Credit Card","Funds Transfer","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Mail","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Mail","SEC","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Mail","[Total]","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","Funds Transfer","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Suspicious Use of Multiple Accounts","SEC","Credit Card","Funds Transfer","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Suspicious Use of Multiple Accounts","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Suspicious Use of Multiple Accounts","SEC","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Suspicious Use of Multiple Accounts","[Total]","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","Funds Transfer","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Two or More Individuals Working Together","SEC","Credit Card","Funds Transfer","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Two or More Individuals Working Together","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Two or More Individuals Working Together","SEC","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Two or More Individuals Working Together","[Total]","Credit Card","[Total]","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Wire","SEC","Credit Card","Funds Transfer","2"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Wire","SEC","Credit Card","Personal/Business Check","1"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Wire","SEC","Credit Card","[Total]","3"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","Wire","[Total]","Credit Card","[Total]","3"
"2021 March","Rhode Island","Providence County, RI","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","24"
"2021 March","Rhode Island","Providence County, RI","[Total]","[Total]","[Total]","Credit Card","[Total]","24"
"2021 March","Rhode Island","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","24"
"2021 March","[Total]","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","136"
"2021 April","Arizona","Maricopa County, AZ","Securities/Futures","Account Takeover","SEC","Credit Card","Funds Transfer","1"
"2021 April","Arizona","Maricopa County, AZ","Securities/Futures","Account Takeover","SEC","Credit Card","Personal/Business Check","1"
"2021 April","Arizona","Maricopa County, AZ","Securities/Futures","Account Takeover","SEC","Credit Card","[Total]","2"
"2021 April","Arizona","Maricopa County, AZ","Securities/Futures","Account Takeover","[Total]","Credit Card","[Total]","2"
"2021 April","Arizona","Maricopa County, AZ","Securities/Futures","Elder Financial Exploitation","SEC","Credit Card","Funds Transfer","1"
"2021 April","Arizona","Maricopa County, AZ","Securities/Futures","Elder Financial Exploitation","SEC","Credit Card","Personal/Business Check","1"
"2021 April","Arizona","Maricopa County, AZ","Securities/Futures","Elder Financial Exploitation","SEC","Credit Card","[Total]","2"
"2021 April","Arizona","Maricopa County, AZ","Securities/Futures","Elder Financial Exploitation","[Total]","Credit Card","[Total]","2"
"2021 April","Arizona","Maricopa County, AZ","Securities/Futures","Misuse of Position or Self-Dealing","SEC","Credit Card","Funds Transfer","1"
"2021 April","Arizona","Maricopa County, AZ","Securities/Futures","Misuse of Position or Self-Dealing","SEC","Credit Card","Personal/Business Check","1"
"2021 April","Arizona","Maricopa County, AZ","Securities/Futures","Misuse of Position or Self-Dealing","SEC","Credit Card","[Total]","2"
"2021 April","Arizona","Maricopa County, AZ","Securities/Futures","Misuse of Position or Self-Dealing","[Total]","Credit Card","[Total]","2"
"2021 April","Arizona","Maricopa County, AZ","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","6"
"2021 April","Arizona","Maricopa County, AZ","[Total]","[Total]","[Total]","Credit Card","[Total]","6"
"2021 April","Arizona","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","6"
"2021 April","California","San Francisco County, CA","Securities/Futures","Human Trafficking","SEC","Credit Card","Funds Transfer","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Human Trafficking","SEC","Credit Card","[Total]","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Human Trafficking","[Total]","Credit Card","[Total]","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Funds Transfer","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","[Total]","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","SEC","Credit Card","Funds Transfer","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","SEC","Credit Card","[Total]","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","[Total]","Credit Card","[Total]","2"
"2021 April","California","San Francisco County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","Funds Transfer","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","[Total]","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Suspicious use of multiple transaction locations","SEC","Credit Card","Funds Transfer","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Suspicious use of multiple transaction locations","SEC","Credit Card","[Total]","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Suspicious use of multiple transaction locations","[Total]","Credit Card","[Total]","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","Funds Transfer","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","[Total]","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","Credit Card","[Total]","1"
"2021 April","California","San Francisco County, CA","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","6"
"2021 April","California","San Francisco County, CA","[Total]","[Total]","[Total]","Credit Card","[Total]","6"
"2021 April","California","San Mateo County, CA","Securities/Futures","Account Takeover","SEC","Credit Card","Funds Transfer","1"
"2021 April","California","San Mateo County, CA","Securities/Futures","Account Takeover","SEC","Credit Card","[Total]","1"
"2021 April","California","San Mateo County, CA","Securities/Futures","Account Takeover","[Total]","Credit Card","[Total]","1"
"2021 April","California","San Mateo County, CA","Securities/Futures","Credit/Debit Card","SEC","Credit Card","Funds Transfer","1"
"2021 April","California","San Mateo County, CA","Securities/Futures","Credit/Debit Card","SEC","Credit Card","[Total]","1"
"2021 April","California","San Mateo County, CA","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","1"
"2021 April","California","San Mateo County, CA","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","2"
"2021 April","California","San Mateo County, CA","[Total]","[Total]","[Total]","Credit Card","[Total]","2"
"2021 April","California","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","8"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Check","FRB","Credit Card","Bank/Cashier's Check","1"
